"Sector","Pillar","Country","Value","Rank"
"General Enabling Environment","Political and institutional","Kazakhstan",48.50554964,70
"Research, Development and Innovation","Research and development","Kazakhstan",12.49202337,104
"Research, Development and Innovation","Social innovation","Kazakhstan",17.34047928,89
"General Enabling Environment","Socio-economic","Kazakhstan",62.54586984,42
"Economy","Economic openness","Kenya",28.83263412,119
"Pre-University Education","Educational enabling environment","Kenya",53.43370542,93
"Technical and Vocational Education and Training","Features of the labour market","Kenya",64.55221277,28
"Economy","Financing and value added","Kenya",26.43966267,113
"Technical and Vocational Education and Training","Formation and professional training","Kenya",44.99469018,88
"General Enabling Environment","Health and environment","Kenya",60.37347689,106
"Higher Education","Higher education inputs","Kenya",39.8794118,96
"Higher Education","Higher education outputs and quality","Kenya",27.48643151,99
"Information and Communications Technology","ICT inputs","Kenya",68.20276893,36
"Information and Communications Technology","ICT outputs","Kenya",40.36824234,81
"Research, Development and Innovation","Innovation in production","Kenya",23.50257679,78
"Pre-University Education","Knowledge capital","Kenya",50.10692123,85
"Economy","Knowledge competitiveness","Kenya",42.86949304,91
"General Enabling Environment","Political and institutional","Kenya",39.83110717,92
"Research, Development and Innovation","Research and development","Kenya",16.55158424,79
"Research, Development and Innovation","Social innovation","Kenya",31.9213532,37
"General Enabling Environment","Socio-economic","Kenya",54.48811659,79
"Economy","Economic openness","Korea (Republic of)",51.68650995,33
"Pre-University Education","Educational enabling environment","Korea (Republic of)",58.18124147,70
"Technical and Vocational Education and Training","Features of the labour market","Korea (Republic of)",63.38423152,31
"Economy","Financing and value added","Korea (Republic of)",68.85928788,3
"Technical and Vocational Education and Training","Formation and professional training","Korea (Republic of)",53.45013406,52
"General Enabling Environment","Health and environment","Korea (Republic of)",79.34298214,36
"Higher Education","Higher education inputs","Korea (Republic of)",38.23277407,105
"Higher Education","Higher education outputs and quality","Korea (Republic of)",50.83551999,27
"Information and Communications Technology","ICT inputs","Korea (Republic of)",66.34444539,44
"Information and Communications Technology","ICT outputs","Korea (Republic of)",81.64774165,4
"Research, Development and Innovation","Innovation in production","Korea (Republic of)",72.59764718,5
"Pre-University Education","Knowledge capital","Korea (Republic of)",72.36278233,12
"Economy","Knowledge competitiveness","Korea (Republic of)",61.19509624,22
"General Enabling Environment","Political and institutional","Korea (Republic of)",72.17748011,33
"Research, Development and Innovation","Research and development","Korea (Republic of)",66.43828627,4
"Research, Development and Innovation","Social innovation","Korea (Republic of)",40.71229149,15
"General Enabling Environment","Socio-economic","Korea (Republic of)",58.23979976,67
"Economy","Economic openness","Kuwait",47.11269374,53
"Pre-University Education","Educational enabling environment","Kuwait",58.28053551,68
"Technical and Vocational Education and Training","Features of the labour market","Kuwait",40.20426766,118
"Economy","Financing and value added","Kuwait",45.81760405,48
"Technical and Vocational Education and Training","Formation and professional training","Kuwait",54.84041113,40
"General Enabling Environment","Health and environment","Kuwait",64.77546266,99
"Higher Education","Higher education inputs","Kuwait",49.84216454,44
"Higher Education","Higher education outputs and quality","Kuwait",36.96778069,72
"Information and Communications Technology","ICT inputs","Kuwait",53.67695052,82
"Information and Communications Technology","ICT outputs","Kuwait",50.74148867,54
"Research, Development and Innovation","Innovation in production","Kuwait",34.36151775,41
"Pre-University Education","Knowledge capital","Kuwait",56.03351442,63
"Economy","Knowledge competitiveness","Kuwait",48.10099534,59
"General Enabling Environment","Political and institutional","Kuwait",55.10821676,60
"Research, Development and Innovation","Research and development","Kuwait",12.17056606,107
"Research, Development and Innovation","Social innovation","Kuwait",18.06124838,86
"General Enabling Environment","Socio-economic","Kuwait",62.06406471,46
"Economy","Economic openness","Kyrgyzstan",50.09379801,40
"Pre-University Education","Educational enabling environment","Kyrgyzstan",56.56579513,80
"Technical and Vocational Education and Training","Features of the labour market","Kyrgyzstan",47.49594235,80
"Economy","Financing and value added","Kyrgyzstan",33.05437333,93
"Technical and Vocational Education and Training","Formation and professional training","Kyrgyzstan",49.54026401,72
"General Enabling Environment","Health and environment","Kyrgyzstan",66.71986504,94
"Higher Education","Higher education inputs","Kyrgyzstan",35.5964026,110
"Higher Education","Higher education outputs and quality","Kyrgyzstan",37.43507433,68
"Information and Communications Technology","ICT inputs","Kyrgyzstan",52.80862581,83
"Information and Communications Technology","ICT outputs","Kyrgyzstan",27.47902451,110
"Research, Development and Innovation","Innovation in production","Kyrgyzstan",11.46550475,124
"Pre-University Education","Knowledge capital","Kyrgyzstan",42.51184208,103
"Economy","Knowledge competitiveness","Kyrgyzstan",36.19844355,117
"General Enabling Environment","Political and institutional","Kyrgyzstan",36.38756905,103
"Research, Development and Innovation","Research and development","Kyrgyzstan",12.71574407,102
"Research, Development and Innovation","Social innovation","Kyrgyzstan",13.84534102,108
"General Enabling Environment","Socio-economic","Kyrgyzstan",55.20251766,77
"Economy","Economic openness","Lao People's Democratic Republic",58.58765362,15
"Pre-University Education","Educational enabling environment","Lao People's Democratic Republic",52.31869812,96
"Technical and Vocational Education and Training","Features of the labour market","Lao People's Democratic Republic",57.41153464,43
"Economy","Financing and value added","Lao People's Democratic Republic",31.28625577,100
"Technical and Vocational Education and Training","Formation and professional training","Lao People's Democratic Republic",32.89843133,123
"General Enabling Environment","Health and environment","Lao People's Democratic Republic",54.92409238,116
"Higher Education","Higher education inputs","Lao People's Democratic Republic",33.92675863,115
"Higher Education","Higher education outputs and quality","Lao People's Democratic Republic",38.27657064,62
"Information and Communications Technology","ICT inputs","Lao People's Democratic Republic",33.42114778,118
"Information and Communications Technology","ICT outputs","Lao People's Democratic Republic",27.41131101,111
"Research, Development and Innovation","Innovation in production","Lao People's Democratic Republic",23.86154479,76
"Pre-University Education","Knowledge capital","Lao People's Democratic Republic",42.4602278,104
"Economy","Knowledge competitiveness","Lao People's Democratic Republic",32.09063424,128
"General Enabling Environment","Political and institutional","Lao People's Democratic Republic",35.36140069,105
"Research, Development and Innovation","Research and development","Lao People's Democratic Republic",17.15255437,76
"Research, Development and Innovation","Social innovation","Lao People's Democratic Republic",12.61979368,110
"General Enabling Environment","Socio-economic","Lao People's Democratic Republic",46.85526884,102
"Economy","Economic openness","Latvia",51.54838112,34
"Pre-University Education","Educational enabling environment","Latvia",73.16073002,13
"Technical and Vocational Education and Training","Features of the labour market","Latvia",53.20746846,55
"Economy","Financing and value added","Latvia",43.73306374,58
"Technical and Vocational Education and Training","Formation and professional training","Latvia",54.3220865,43
"General Enabling Environment","Health and environment","Latvia",79.63882142,33
"Higher Education","Higher education inputs","Latvia",50.08482066,41
"Higher Education","Higher education outputs and quality","Latvia",43.03795561,46
"Information and Communications Technology","ICT inputs","Latvia",68.15111384,37
"Information and Communications Technology","ICT outputs","Latvia",57.26561843,36
"Research, Development and Innovation","Innovation in production","Latvia",21.37464652,85
"Pre-University Education","Knowledge capital","Latvia",68.28762496,25
"Economy","Knowledge competitiveness","Latvia",55.10797187,40
"General Enabling Environment","Political and institutional","Latvia",70.89104642,36
"Research, Development and Innovation","Research and development","Latvia",22.01114181,55
"Research, Development and Innovation","Social innovation","Latvia",39.2857598,20
"General Enabling Environment","Socio-economic","Latvia",69.69178917,19
"Economy","Economic openness","Lebanon",38.30230878,79
"Pre-University Education","Educational enabling environment","Lebanon",74.64751982,8
"Technical and Vocational Education and Training","Features of the labour market","Lebanon",77.76661859,6
"Economy","Financing and value added","Lebanon",44.04551773,56
"Technical and Vocational Education and Training","Formation and professional training","Lebanon",52.55795205,58
"General Enabling Environment","Health and environment","Lebanon",75.90289663,55
"Higher Education","Higher education inputs","Lebanon",50.66488652,39
"Higher Education","Higher education outputs and quality","Lebanon",30.99718884,88
"Information and Communications Technology","ICT inputs","Lebanon",41.98637812,108
"Information and Communications Technology","ICT outputs","Lebanon",30.28008399,105
"Research, Development and Innovation","Innovation in production","Lebanon",24.96775256,72
"Pre-University Education","Knowledge capital","Lebanon",38.62918374,115
"Economy","Knowledge competitiveness","Lebanon",43.57863279,86
"General Enabling Environment","Political and institutional","Lebanon",30.44601933,115
"Research, Development and Innovation","Research and development","Lebanon",18.82813297,69
"Research, Development and Innovation","Social innovation","Lebanon",16.19427419,98
"General Enabling Environment","Socio-economic","Lebanon",39.52606007,121
"Economy","Economic openness","Lesotho",23.53690463,126
"Pre-University Education","Educational enabling environment","Lesotho",50.14905883,102
"Technical and Vocational Education and Training","Features of the labour market","Lesotho",43.6163304,94
"Economy","Financing and value added","Lesotho",24.25743788,119
"Technical and Vocational Education and Training","Formation and professional training","Lesotho",47.05210705,77
"General Enabling Environment","Health and environment","Lesotho",29.33863042,136
"Higher Education","Higher education inputs","Lesotho",30.90935199,126
"Higher Education","Higher education outputs and quality","Lesotho",15.01804446,131
"Information and Communications Technology","ICT inputs","Lesotho",46.9221093,99
"Information and Communications Technology","ICT outputs","Lesotho",10.95492631,135
"Research, Development and Innovation","Innovation in production","Lesotho",8.093514065,131
"Pre-University Education","Knowledge capital","Lesotho",48.01673764,94
"Economy","Knowledge competitiveness","Lesotho",34.40059869,123
"General Enabling Environment","Political and institutional","Lesotho",38.02087249,96
"Research, Development and Innovation","Research and development","Lesotho",7.17287326,132
"Research, Development and Innovation","Social innovation","Lesotho",21.53317278,74
"General Enabling Environment","Socio-economic","Lesotho",37.21688664,124
"Economy","Economic openness","Lithuania",54.0194728,23
"Pre-University Education","Educational enabling environment","Lithuania",69.02514549,26
"Technical and Vocational Education and Training","Features of the labour market","Lithuania",41.77765014,112
"Economy","Financing and value added","Lithuania",48.57106836,40
"Technical and Vocational Education and Training","Formation and professional training","Lithuania",54.13582132,45
"General Enabling Environment","Health and environment","Lithuania",78.69917312,37
"Higher Education","Higher education inputs","Lithuania",52.96123217,32
"Higher Education","Higher education outputs and quality","Lithuania",46.52309343,39
"Information and Communications Technology","ICT inputs","Lithuania",83.29689676,9
"Information and Communications Technology","ICT outputs","Lithuania",62.61710101,30
"Research, Development and Innovation","Innovation in production","Lithuania",26.78417267,60
"Pre-University Education","Knowledge capital","Lithuania",65.67825838,38
"Economy","Knowledge competitiveness","Lithuania",54.2942963,42
"General Enabling Environment","Political and institutional","Lithuania",74.80204166,28
"Research, Development and Innovation","Research and development","Lithuania",26.74529048,42
"Research, Development and Innovation","Social innovation","Lithuania",25.43464115,64
"General Enabling Environment","Socio-economic","Lithuania",68.15961984,28
"Economy","Economic openness","Luxembourg",72.70458162,5
"Pre-University Education","Educational enabling environment","Luxembourg",74.5409619,9
"Technical and Vocational Education and Training","Features of the labour market","Luxembourg",65.95276772,23
"Economy","Financing and value added","Luxembourg",67.81622008,4
"Technical and Vocational Education and Training","Formation and professional training","Luxembourg",76.01853263,7
"General Enabling Environment","Health and environment","Luxembourg",80.17172002,32
"Higher Education","Higher education inputs","Luxembourg",66.25334506,4
"Higher Education","Higher education outputs and quality","Luxembourg",64.83846704,5
"Information and Communications Technology","ICT inputs","Luxembourg",91.77648787,2
"Information and Communications Technology","ICT outputs","Luxembourg",78.89880858,10
"Research, Development and Innovation","Innovation in production","Luxembourg",55.35088897,16
"Pre-University Education","Knowledge capital","Luxembourg",64.89885825,45
"Economy","Knowledge competitiveness","Luxembourg",66.48339912,10
"General Enabling Environment","Political and institutional","Luxembourg",94.16128278,5
"Research, Development and Innovation","Research and development","Luxembourg",40.35531997,22
"Research, Development and Innovation","Social innovation","Luxembourg",44.3236845,7
"General Enabling Environment","Socio-economic","Luxembourg",75.70911479,5
"Economy","Economic openness","Madagascar",30.00246844,114
"Pre-University Education","Educational enabling environment","Madagascar",28.2604533,127
"Technical and Vocational Education and Training","Features of the labour market","Madagascar",42.66742978,102
"Economy","Financing and value added","Madagascar",15.20558179,133
"Technical and Vocational Education and Training","Formation and professional training","Madagascar",50.35550832,64
"General Enabling Environment","Health and environment","Madagascar",61.86152724,105
"Higher Education","Higher education inputs","Madagascar",38.81354295,100
"Higher Education","Higher education outputs and quality","Madagascar",24.39670511,109
"Information and Communications Technology","ICT inputs","Madagascar",20.45722231,130
"Information and Communications Technology","ICT outputs","Madagascar",23.03402269,124
"Research, Development and Innovation","Innovation in production","Madagascar",18.26990058,94
"Pre-University Education","Knowledge capital","Madagascar",41.05418664,109
"Economy","Knowledge competitiveness","Madagascar",35.4547732,122
"General Enabling Environment","Political and institutional","Madagascar",28.44082871,119
"Research, Development and Innovation","Research and development","Madagascar",10.78296176,114
"Research, Development and Innovation","Social innovation","Madagascar",15.5190773,102
"General Enabling Environment","Socio-economic","Madagascar",61.65292287,50
"Economy","Economic openness","Malawi",32.83668681,103
"Pre-University Education","Educational enabling environment","Malawi",61.44435757,57
"Technical and Vocational Education and Training","Features of the labour market","Malawi",45.57610594,87
"Economy","Financing and value added","Malawi",21.82717444,124
"Technical and Vocational Education and Training","Formation and professional training","Malawi",45.09870173,86
"General Enabling Environment","Health and environment","Malawi",58.92766657,111
"Higher Education","Higher education inputs","Malawi",43.02323608,80
"Higher Education","Higher education outputs and quality","Malawi",15.3644005,130
"Information and Communications Technology","ICT inputs","Malawi",20.9721786,128
"Information and Communications Technology","ICT outputs","Malawi",12.90922208,131
"Research, Development and Innovation","Innovation in production","Malawi",25.58618396,65
"Pre-University Education","Knowledge capital","Malawi",35.26462264,121
"Economy","Knowledge competitiveness","Malawi",35.62248524,121
"General Enabling Environment","Political and institutional","Malawi",37.3780349,100
"Research, Development and Innovation","Research and development","Malawi",11.82217024,108
"Research, Development and Innovation","Social innovation","Malawi",15.43624642,103
"General Enabling Environment","Socio-economic","Malawi",45.20220688,110
"Economy","Economic openness","Malaysia",58.87116025,14
"Pre-University Education","Educational enabling environment","Malaysia",72.7879073,14
"Technical and Vocational Education and Training","Features of the labour market","Malaysia",58.89057195,41
"Economy","Financing and value added","Malaysia",57.23448749,18
"Technical and Vocational Education and Training","Formation and professional training","Malaysia",49.70366726,69
"General Enabling Environment","Health and environment","Malaysia",73.134144,70
"Higher Education","Higher education inputs","Malaysia",48.04462353,56
"Higher Education","Higher education outputs and quality","Malaysia",48.28619966,33
"Information and Communications Technology","ICT inputs","Malaysia",66.67575844,41
"Information and Communications Technology","ICT outputs","Malaysia",63.18291239,29
"Research, Development and Innovation","Innovation in production","Malaysia",32.51858242,46
"Pre-University Education","Knowledge capital","Malaysia",54.3852484,71
"Economy","Knowledge competitiveness","Malaysia",58.92443346,29
"General Enabling Environment","Political and institutional","Malaysia",67.53047578,42
"Research, Development and Innovation","Research and development","Malaysia",34.21728473,30
"Research, Development and Innovation","Social innovation","Malaysia",35.98493956,26
"General Enabling Environment","Socio-economic","Malaysia",60.59391189,55
"Economy","Economic openness","Mali",23.95174718,125
"Pre-University Education","Educational enabling environment","Mali",26.86182005,130
"Technical and Vocational Education and Training","Features of the labour market","Mali",42.95128231,100
"Economy","Financing and value added","Mali",15.46116551,132
"Technical and Vocational Education and Training","Formation and professional training","Mali",53.26477662,53
"General Enabling Environment","Health and environment","Mali",36.03722247,132
"Higher Education","Higher education inputs","Mali",24.42450745,131
"Higher Education","Higher education outputs and quality","Mali",13.66153646,133
"Information and Communications Technology","ICT inputs","Mali",19.7135763,132
"Information and Communications Technology","ICT outputs","Mali",23.17866451,123
"Research, Development and Innovation","Innovation in production","Mali",15.17086127,107
"Pre-University Education","Knowledge capital","Mali",8.18139835,135
"Economy","Knowledge competitiveness","Mali",35.94930469,119
"General Enabling Environment","Political and institutional","Mali",25.34040044,125
"Research, Development and Innovation","Research and development","Mali",17.65764716,73
"Research, Development and Innovation","Social innovation","Mali",6.021777861,132
"General Enabling Environment","Socio-economic","Mali",28.53743462,134
"Economy","Economic openness","Malta",82.24659171,2
"Pre-University Education","Educational enabling environment","Malta",76.44748877,5
"Technical and Vocational Education and Training","Features of the labour market","Malta",43.37810002,98
"Economy","Financing and value added","Malta",54.05857167,27
"Technical and Vocational Education and Training","Formation and professional training","Malta",55.73953012,36
"General Enabling Environment","Health and environment","Malta",83.71828248,18
"Higher Education","Higher education inputs","Malta",52.98791939,30
"Higher Education","Higher education outputs and quality","Malta",42.54258659,48
"Information and Communications Technology","ICT inputs","Malta",83.0711946,10
"Information and Communications Technology","ICT outputs","Malta",71.68452645,20
"Research, Development and Innovation","Innovation in production","Malta",62.22636321,9
"Pre-University Education","Knowledge capital","Malta",66.26274437,36
"Economy","Knowledge competitiveness","Malta",60.46830647,24
"General Enabling Environment","Political and institutional","Malta",78.75602419,24
"Research, Development and Innovation","Research and development","Malta",25.06284625,45
"Research, Development and Innovation","Social innovation","Malta",63.69874157,2
"General Enabling Environment","Socio-economic","Malta",62.82381324,40
"Economy","Economic openness","Mauritania",10.48097023,135
"Pre-University Education","Educational enabling environment","Mauritania",31.93055132,123
"Technical and Vocational Education and Training","Features of the labour market","Mauritania",40.69534814,115
"Economy","Financing and value added","Mauritania",15.0239878,134
"Technical and Vocational Education and Training","Formation and professional training","Mauritania",36.40212178,118
"General Enabling Environment","Health and environment","Mauritania",46.53201387,124
"Higher Education","Higher education inputs","Mauritania",38.69158473,101
"Higher Education","Higher education outputs and quality","Mauritania",13.267581,134
"Information and Communications Technology","ICT inputs","Mauritania",40.34772988,111
"Information and Communications Technology","ICT outputs","Mauritania",14.25328836,130
"Research, Development and Innovation","Innovation in production","Mauritania",7.449899107,132
"Pre-University Education","Knowledge capital","Mauritania",23.29020284,131
"Economy","Knowledge competitiveness","Mauritania",42.99967443,90
"General Enabling Environment","Political and institutional","Mauritania",27.67313374,120
"Research, Development and Innovation","Research and development","Mauritania",13.68479167,96
"Research, Development and Innovation","Social innovation","Mauritania",7.553542168,123
"General Enabling Environment","Socio-economic","Mauritania",29.41395157,132
"Economy","Economic openness","Mauritius",45.5238418,60
"Pre-University Education","Educational enabling environment","Mauritius",66.83020906,32
"Technical and Vocational Education and Training","Features of the labour market","Mauritius",43.52636575,97
"Economy","Financing and value added","Mauritius",48.26683638,41
"Technical and Vocational Education and Training","Formation and professional training","Mauritius",42.87430627,98
"General Enabling Environment","Health and environment","Mauritius",75.35882249,58
"Higher Education","Higher education inputs","Mauritius",37.62216276,107
"Higher Education","Higher education outputs and quality","Mauritius",29.25271759,94
"Information and Communications Technology","ICT inputs","Mauritius",68.09886625,38
"Information and Communications Technology","ICT outputs","Mauritius",51.02462605,52
"Research, Development and Innovation","Innovation in production","Mauritius",13.17411572,116
"Pre-University Education","Knowledge capital","Mauritius",58.17343728,58
"Economy","Knowledge competitiveness","Mauritius",59.82961832,27
"General Enabling Environment","Political and institutional","Mauritius",76.24901008,26
"Research, Development and Innovation","Research and development","Mauritius",14.38754016,89
"Research, Development and Innovation","Social innovation","Mauritius",29.73975044,45
"General Enabling Environment","Socio-economic","Mauritius",56.56568728,71
"Economy","Economic openness","Mexico",48.5932558,44
"Pre-University Education","Educational enabling environment","Mexico",64.07781908,43
"Technical and Vocational Education and Training","Features of the labour market","Mexico",49.5450259,71
"Economy","Financing and value added","Mexico",36.90370126,80
"Technical and Vocational Education and Training","Formation and professional training","Mexico",46.79584018,78
"General Enabling Environment","Health and environment","Mexico",75.89709208,56
"Higher Education","Higher education inputs","Mexico",40.69833963,94
"Higher Education","Higher education outputs and quality","Mexico",42.90942191,47
"Information and Communications Technology","ICT inputs","Mexico",50.29562722,91
"Information and Communications Technology","ICT outputs","Mexico",49.97102852,57
"Research, Development and Innovation","Innovation in production","Mexico",18.83207773,91
"Pre-University Education","Knowledge capital","Mexico",53.86188594,73
"Economy","Knowledge competitiveness","Mexico",48.97279209,56
"General Enabling Environment","Political and institutional","Mexico",40.54083411,89
"Research, Development and Innovation","Research and development","Mexico",27.98138126,39
"Research, Development and Innovation","Social innovation","Mexico",25.93542468,60
"General Enabling Environment","Socio-economic","Mexico",65.24246468,34
"Economy","Economic openness","Moldova (Republic of)",43.91889336,64
"Pre-University Education","Educational enabling environment","Moldova (Republic of)",70.9232794,19
"Technical and Vocational Education and Training","Features of the labour market","Moldova (Republic of)",34.110087,129
"Economy","Financing and value added","Moldova (Republic of)",32.23128127,98
"Technical and Vocational Education and Training","Formation and professional training","Moldova (Republic of)",53.10040119,54
"General Enabling Environment","Health and environment","Moldova (Republic of)",67.10968036,91
"Higher Education","Higher education inputs","Moldova (Republic of)",42.03753172,90
"Higher Education","Higher education outputs and quality","Moldova (Republic of)",37.84096555,65
"Information and Communications Technology","ICT inputs","Moldova (Republic of)",64.75125393,52
"Information and Communications Technology","ICT outputs","Moldova (Republic of)",42.87825026,74
"Research, Development and Innovation","Innovation in production","Moldova (Republic of)",22.49397045,81
"Pre-University Education","Knowledge capital","Moldova (Republic of)",47.72233252,96
"Economy","Knowledge competitiveness","Moldova (Republic of)",43.98968663,82
"General Enabling Environment","Political and institutional","Moldova (Republic of)",39.64803474,94
"Research, Development and Innovation","Research and development","Moldova (Republic of)",11.66409681,110
"Research, Development and Innovation","Social innovation","Moldova (Republic of)",29.62184429,46
"General Enabling Environment","Socio-economic","Moldova (Republic of)",62.35429967,44
"Economy","Economic openness","Mongolia",32.66000395,104
"Pre-University Education","Educational enabling environment","Mongolia",59.68240006,61
"Technical and Vocational Education and Training","Features of the labour market","Mongolia",37.28727077,125
"Economy","Financing and value added","Mongolia",36.13648348,82
"Technical and Vocational Education and Training","Formation and professional training","Mongolia",58.57806,29
"General Enabling Environment","Health and environment","Mongolia",63.6316495,101
"Higher Education","Higher education inputs","Mongolia",33.71631748,117
"Higher Education","Higher education outputs and quality","Mongolia",25.86587295,107
"Information and Communications Technology","ICT inputs","Mongolia",53.87741536,81
"Information and Communications Technology","ICT outputs","Mongolia",39.16796358,86
"Research, Development and Innovation","Innovation in production","Mongolia",21.81716831,84
"Pre-University Education","Knowledge capital","Mongolia",67.33149029,32
"Economy","Knowledge competitiveness","Mongolia",36.87669921,113
"General Enabling Environment","Political and institutional","Mongolia",55.28729187,59
"Research, Development and Innovation","Research and development","Mongolia",11.21374553,111
"Research, Development and Innovation","Social innovation","Mongolia",54.12602335,4
"General Enabling Environment","Socio-economic","Mongolia",59.97214466,60
"Economy","Economic openness","Morocco",47.68804607,50
"Pre-University Education","Educational enabling environment","Morocco",64.00293444,44
"Technical and Vocational Education and Training","Features of the labour market","Morocco",38.62978787,122
"Economy","Financing and value added","Morocco",45.94207575,47
"Technical and Vocational Education and Training","Formation and professional training","Morocco",41.5968712,104
"General Enabling Environment","Health and environment","Morocco",73.84537809,65
"Higher Education","Higher education inputs","Morocco",44.18346826,74
"Higher Education","Higher education outputs and quality","Morocco",26.14328696,105
"Information and Communications Technology","ICT inputs","Morocco",60.04956226,65
"Information and Communications Technology","ICT outputs","Morocco",42.01735611,75
"Research, Development and Innovation","Innovation in production","Morocco",24.89077658,73
"Pre-University Education","Knowledge capital","Morocco",43.53297662,101
"Economy","Knowledge competitiveness","Morocco",49.67475367,53
"General Enabling Environment","Political and institutional","Morocco",43.16923924,82
"Research, Development and Innovation","Research and development","Morocco",14.52229661,86
"Research, Development and Innovation","Social innovation","Morocco",20.95862653,77
"General Enabling Environment","Socio-economic","Morocco",34.05068227,127
"Economy","Economic openness","Mozambique",38.13811424,83
"Pre-University Education","Educational enabling environment","Mozambique",48.71874025,104
"Technical and Vocational Education and Training","Features of the labour market","Mozambique",30.0987402,132
"Economy","Financing and value added","Mozambique",23.24154193,120
"Technical and Vocational Education and Training","Formation and professional training","Mozambique",28.874353,126
"General Enabling Environment","Health and environment","Mozambique",41.69666278,128
"Higher Education","Higher education inputs","Mozambique",43.51243207,76
"Higher Education","Higher education outputs and quality","Mozambique",18.48039599,126
"Information and Communications Technology","ICT inputs","Mozambique",23.59583918,127
"Information and Communications Technology","ICT outputs","Mozambique",19.5634354,126
"Research, Development and Innovation","Innovation in production","Mozambique",6.01099392,134
"Pre-University Education","Knowledge capital","Mozambique",32.34559412,126
"Economy","Knowledge competitiveness","Mozambique",36.03559353,118
"General Enabling Environment","Political and institutional","Mozambique",27.34101533,121
"Research, Development and Innovation","Research and development","Mozambique",7.938106393,128
"Research, Development and Innovation","Social innovation","Mozambique",11.26983276,115
"General Enabling Environment","Socio-economic","Mozambique",48.61502987,95
"Economy","Economic openness","Myanmar",36.6343278,91
"Pre-University Education","Educational enabling environment","Myanmar",38.85311889,117
"Technical and Vocational Education and Training","Features of the labour market","Myanmar",39.49150403,120
"Economy","Financing and value added","Myanmar",32.26000696,97
"Technical and Vocational Education and Training","Formation and professional training","Myanmar",35.96029278,120
"General Enabling Environment","Health and environment","Myanmar",62.10413495,104
"Higher Education","Higher education inputs","Myanmar",21.30371372,132
"Higher Education","Higher education outputs and quality","Myanmar",23.47514452,113
"Information and Communications Technology","ICT inputs","Myanmar",30.98497374,122
"Information and Communications Technology","ICT outputs","Myanmar",18.06804401,129
"Research, Development and Innovation","Innovation in production","Myanmar",17.81328676,97
"Pre-University Education","Knowledge capital","Myanmar",45.45297139,100
"Economy","Knowledge competitiveness","Myanmar",24.53666915,133
"General Enabling Environment","Political and institutional","Myanmar",20.89145204,131
"Research, Development and Innovation","Research and development","Myanmar",13.85579918,94
"Research, Development and Innovation","Social innovation","Myanmar",17.75959697,88
"General Enabling Environment","Socio-economic","Myanmar",46.56786326,103
"Economy","Economic openness","Namibia",33.19550626,100
"Pre-University Education","Educational enabling environment","Namibia",54.46967204,90
"Technical and Vocational Education and Training","Features of the labour market","Namibia",46.11384226,86
"Economy","Financing and value added","Namibia",37.8290425,76
"Technical and Vocational Education and Training","Formation and professional training","Namibia",49.45554611,73
"General Enabling Environment","Health and environment","Namibia",55.59611201,113
"Higher Education","Higher education inputs","Namibia",46.50824194,63
"Higher Education","Higher education outputs and quality","Namibia",26.77857187,101
"Information and Communications Technology","ICT inputs","Namibia",47.59774772,95
"Information and Communications Technology","ICT outputs","Namibia",34.93068682,94
"Research, Development and Innovation","Innovation in production","Namibia",14.52900206,109
"Pre-University Education","Knowledge capital","Namibia",64.9736011,44
"Economy","Knowledge competitiveness","Namibia",37.8773762,110
"General Enabling Environment","Political and institutional","Namibia",65.75220292,44
"Research, Development and Innovation","Research and development","Namibia",14.06637555,91
"Research, Development and Innovation","Social innovation","Namibia",36.22066281,25
"General Enabling Environment","Socio-economic","Namibia",60.25402906,58
"Economy","Economic openness","Nepal",37.21261467,87
"Pre-University Education","Educational enabling environment","Nepal",53.94659154,92
"Technical and Vocational Education and Training","Features of the labour market","Nepal",42.50046605,105
"Economy","Financing and value added","Nepal",31.83345051,99
"Technical and Vocational Education and Training","Formation and professional training","Nepal",21.3398544,134
"General Enabling Environment","Health and environment","Nepal",69.39770315,79
"Higher Education","Higher education inputs","Nepal",20.12950066,134
"Higher Education","Higher education outputs and quality","Nepal",40.85359372,52
"Information and Communications Technology","ICT inputs","Nepal",38.79323842,115
"Information and Communications Technology","ICT outputs","Nepal",28.90333371,107
"Research, Development and Innovation","Innovation in production","Nepal",15.82244335,106
"Pre-University Education","Knowledge capital","Nepal",77.56261833,5
"Economy","Knowledge competitiveness","Nepal",39.61692407,106
"General Enabling Environment","Political and institutional","Nepal",30.59240156,114
"Research, Development and Innovation","Research and development","Nepal",8.684021917,125
"Research, Development and Innovation","Social innovation","Nepal",18.18141888,84
"General Enabling Environment","Socio-economic","Nepal",34.40816032,126
"Economy","Economic openness","Netherlands",62.09763179,10
"Pre-University Education","Educational enabling environment","Netherlands",61.66667925,56
"Technical and Vocational Education and Training","Features of the labour market","Netherlands",66.73695117,20
"Economy","Financing and value added","Netherlands",57.34149389,17
"Technical and Vocational Education and Training","Formation and professional training","Netherlands",83.08495282,3
"General Enabling Environment","Health and environment","Netherlands",81.5002052,30
"Higher Education","Higher education inputs","Netherlands",53.92552402,26
"Higher Education","Higher education outputs and quality","Netherlands",59.16757769,13
"Information and Communications Technology","ICT inputs","Netherlands",83.68917714,7
"Information and Communications Technology","ICT outputs","Netherlands",80.55842241,5
"Research, Development and Innovation","Innovation in production","Netherlands",73.44649441,3
"Pre-University Education","Knowledge capital","Netherlands",64.99382898,43
"Economy","Knowledge competitiveness","Netherlands",67.97582279,8
