"Pillar","Subpillar","Country","Value","Rank"
"Research and development","Research and development inputs","Ecuador",14.0769627521467,93
"Research and development","Research and development inputs","Egypt",21.1846905521808,66
"Research and development","Research and development inputs","El Salvador",14.0108352691504,94
"Research and development","Research and development inputs","Estonia",33.6197281525136,32
"Research and development","Research and development inputs","Eswatini (Kingdom of)",10.6496874176036,108
"Research and development","Research and development inputs","Ethiopia",22.4926393750341,59
"Research and development","Research and development inputs","Finland",55.8098697627689,10
"Research and development","Research and development inputs","France",47.3100618414068,14
"Research and development","Research and development inputs","Gambia",19.7020760842995,74
"Research and development","Research and development inputs","Georgia",14.2191758747755,92
"Research and development","Research and development inputs","Germany",58.1006122585836,7
"Research and development","Research and development inputs","Ghana",13.7259151578771,95
"Research and development","Research and development inputs","Greece",31.3111139281598,38
"Research and development","Research and development inputs","Guatemala",8.216570650709,122
"Research and development","Research and development inputs","Guinea",0.960070111682356,135
"Research and development","Research and development inputs","Guyana",12.4436220504689,104
"Research and development","Research and development inputs","Honduras",6.74452740798436,127
"Research and development","Research and development inputs","Hong Kong, China (SAR)",36.8252798998003,27
"Research and development","Research and development inputs","Hungary",32.5171799689746,35
"Research and development","Research and development inputs","Iceland",45.0132627263681,16
"Research and development","Research and development inputs","India",31.709235408113,37
"Research and development","Research and development inputs","Indonesia",12.3748913635548,105
"Research and development","Research and development inputs","Iran (Islamic Republic of)",22.163408095946,60
"Research and development","Research and development inputs","Ireland",38.9293157766013,25
"Research and development","Research and development inputs","Israel",83.2295413116336,1
"Research and development","Research and development inputs","Italy",33.7233697458825,31
"Research and development","Research and development inputs","Japan",61.848218304613,5
"Research and development","Research and development inputs","Jordan",21.7130038850707,62
"Research and development","Research and development inputs","Kazakhstan",13.0541170042578,102
"Research and development","Research and development inputs","Kenya",15.7829946664645,87
"Research and development","Research and development inputs","Korea (Republic of)",71.6932582166388,2
"Research and development","Research and development inputs","Kuwait",9.10690115678412,115
"Research and development","Research and development inputs","Kyrgyzstan",9.61607287459541,112
"Research and development","Research and development inputs","Lao People's Democratic Republic",22.8049188489875,56
"Research and development","Research and development inputs","Latvia",22.9819808739449,55
"Research and development","Research and development inputs","Lebanon",22.791877966565,57
"Research and development","Research and development inputs","Lesotho",4.33483826422445,133
"Research and development","Research and development inputs","Lithuania",29.18029471168,41
"Research and development","Research and development inputs","Luxembourg",36.8106040122796,28
"Research and development","Research and development inputs","Madagascar",5.87089086273364,131
"Research and development","Research and development inputs","Malawi",13.5507453344424,98
"Research and development","Research and development inputs","Malaysia",44.1046364139609,17
"Research and development","Research and development inputs","Mali",18.5895417753016,78
"Research and development","Research and development inputs","Malta",20.7957730293935,69
"Research and development","Research and development inputs","Mauritania",21.8864911258729,61
"Research and development","Research and development inputs","Mauritius",15.6697551872635,88
"Research and development","Research and development inputs","Mexico",32.0010256415247,36
"Research and development","Research and development inputs","Moldova (Republic of)",13.6872312046551,96
"Research and development","Research and development inputs","Mongolia",11.1793992433783,107
"Research and development","Research and development inputs","Morocco",18.0819471113858,79
"Research and development","Research and development inputs","Mozambique",6.63317992220258,128
"Research and development","Research and development inputs","Myanmar",19.2647055418792,76
"Research and development","Research and development inputs","Namibia",13.0909940977346,100
"Research and development","Research and development inputs","Nepal",7.80945734369976,124
"Research and development","Research and development inputs","Netherlands",43.6652202169665,19
"Research and development","Research and development inputs","New Zealand",33.4317725512701,33
"Research and development","Research and development inputs","North Macedonia",13.6074576684044,97
"Research and development","Research and development inputs","Norway",48.7285699811352,12
"Research and development","Research and development inputs","Oman",26.7840664439107,47
"Research and development","Research and development inputs","Pakistan",10.0153562145959,109
"Research and development","Research and development inputs","Panama",8.813830337846,118
"Research and development","Research and development inputs","Paraguay",14.5335573061623,91
"Research and development","Research and development inputs","Peru",33.2189175537488,34
"Research and development","Research and development inputs","Philippines",19.9793958610255,72
"Research and development","Research and development inputs","Poland",27.154478968854,46
"Research and development","Research and development inputs","Portugal",39.0077088883721,24
"Research and development","Research and development inputs","Qatar",36.230594803406,29
"Research and development","Research and development inputs","Romania",20.9055712200831,68
"Research and development","Research and development inputs","Russian Federation",27.8836155698294,44
"Research and development","Research and development inputs","Rwanda",13.0601388927843,101
"Research and development","Research and development inputs","Saudi Arabia",39.5154563406467,22
"Research and development","Research and development inputs","Senegal",13.2349693574696,99
"Research and development","Research and development inputs","Serbia",22.7034673311885,58
"Research and development","Research and development inputs","Seychelles",8.7584121618759,119
"Research and development","Research and development inputs","Singapore",63.916703139942,3
"Research and development","Research and development inputs","Slovakia",29.148600875991,42
"Research and development","Research and development inputs","Slovenia",40.4269727318507,21
"Research and development","Research and development inputs","South Africa",21.5262314859887,64
"Research and development","Research and development inputs","Spain",30.8581452116772,39
"Research and development","Research and development inputs","Sri Lanka",8.46153908461272,121
"Research and development","Research and development inputs","Sweden",61.8985933791756,4
"Research and development","Research and development inputs","Switzerland",57.5849360593911,8
"Research and development","Research and development inputs","Syrian Arab Republic",8.89342464888475,117
"Research and development","Research and development inputs","Tajikistan",7.31518181007129,125
"Research and development","Research and development inputs","Tanzania (United Republic of)",23.2614790374309,54
"Research and development","Research and development inputs","Thailand",24.7869063768531,52
"Research and development","Research and development inputs","Togo",6.34110613097006,129
"Research and development","Research and development inputs","Tunisia",30.8450273877591,40
"Research and development","Research and development inputs","Turkey",25.2320481872823,51
"Research and development","Research and development inputs","Uganda",9.54902150953096,113
"Research and development","Research and development inputs","Ukraine",17.4956071893814,80
"Research and development","Research and development inputs","United Arab Emirates",27.1687046731054,45
"Research and development","Research and development inputs","United Kingdom",43.6211539604894,20
"Research and development","Research and development inputs","United States",51.92777401788,11
"Research and development","Research and development inputs","Uruguay",16.7053134297545,84
"Research and development","Research and development inputs","Venezuela (Bolivarian Republic of)",16.8262923368624,82
"Research and development","Research and development inputs","Viet Nam",21.1610130374641,67
"Research and development","Research and development inputs","Zimbabwe",19.9211041051599,73
"Innovation in production","Inputs of innovation in production","Albania",70.6492549689129,5
"Innovation in production","Inputs of innovation in production","Algeria",7.1755322139049,130
"Innovation in production","Inputs of innovation in production","Angola",24.4852475417101,84
"Innovation in production","Inputs of innovation in production","Armenia",46.567365436321,42
"Innovation in production","Inputs of innovation in production","Australia",45.9780490707083,44
"Innovation in production","Inputs of innovation in production","Austria",64.0633093261081,15
"Innovation in production","Inputs of innovation in production","Azerbaijan",23.5700293647299,85
"Innovation in production","Inputs of innovation in production","Bahrain",17.2109681216404,104
"Innovation in production","Inputs of innovation in production","Bangladesh",38.5895111149776,60
"Innovation in production","Inputs of innovation in production","Barbados",59.1128679279137,20
"Innovation in production","Inputs of innovation in production","Belarus",48.3345785198464,34
"Innovation in production","Inputs of innovation in production","Belgium",64.9015153376754,13
"Innovation in production","Inputs of innovation in production","Belize",26.5536365292235,77
"Innovation in production","Inputs of innovation in production","Benin",22.900686989074,88
"Innovation in production","Inputs of innovation in production","Bhutan",34.4419403159552,65
"Innovation in production","Inputs of innovation in production","Bolivia (Plurinational State of)",8.06779308389548,128
"Innovation in production","Inputs of innovation in production","Botswana",13.1372892555122,117
"Innovation in production","Inputs of innovation in production","Brazil",44.0323863638373,48
"Innovation in production","Inputs of innovation in production","Brunei Darussalam",47.6295478703882,38
"Innovation in production","Inputs of innovation in production","Bulgaria",41.3040444060178,58
"Innovation in production","Inputs of innovation in production","Burkina Faso",22.5479945874971,91
"Innovation in production","Inputs of innovation in production","Burundi",23.5438523041456,86
"Innovation in production","Inputs of innovation in production","Cabo Verde",48.2707286107705,35
"Innovation in production","Inputs of innovation in production","Cambodia",17.4143672725015,102
"Innovation in production","Inputs of innovation in production","Cameroon",31.4443353985597,68
"Innovation in production","Inputs of innovation in production","Canada",44.0580031096516,47
"Innovation in production","Inputs of innovation in production","Chad",15.0075712883696,111
"Innovation in production","Inputs of innovation in production","Chile",34.6355017052775,63
"Innovation in production","Inputs of innovation in production","China",70.335564140668,6
"Innovation in production","Inputs of innovation in production","Colombia",25.5540212801198,80
"Innovation in production","Inputs of innovation in production","Congo (Democratic Republic of the)",10.4932551646517,124
"Innovation in production","Inputs of innovation in production","Costa Rica",19.3471207914188,96
"Innovation in production","Inputs of innovation in production","Croatia",28.4112245484739,72
"Innovation in production","Inputs of innovation in production","Cyprus",27.520837298364,74
"Innovation in production","Inputs of innovation in production","Czechia",47.9710606671488,37
"Innovation in production","Inputs of innovation in production","Côte d’Ivoire",48.8109679015434,33
"Innovation in production","Inputs of innovation in production","Denmark",68.6919308043194,8
"Innovation in production","Inputs of innovation in production","Dominican Republic",65.4853916272697,11
"Innovation in production","Inputs of innovation in production","Ecuador",8.52014379703549,126
"Innovation in production","Inputs of innovation in production","Egypt",15.6446456579006,109
"Innovation in production","Inputs of innovation in production","El Salvador",18.825272064124,98
"Innovation in production","Inputs of innovation in production","Estonia",41.2030468750324,59
"Innovation in production","Inputs of innovation in production","Eswatini (Kingdom of)",11.6062599425579,119
"Innovation in production","Inputs of innovation in production","Ethiopia",5.470894415124,133
"Innovation in production","Inputs of innovation in production","Finland",64.3405350054575,14
"Innovation in production","Inputs of innovation in production","France",63.6980216562885,16
"Innovation in production","Inputs of innovation in production","Gambia",58.3230887594233,21
"Innovation in production","Inputs of innovation in production","Georgia",43.1589535582337,51
"Innovation in production","Inputs of innovation in production","Germany",67.4030272128805,9
"Innovation in production","Inputs of innovation in production","Ghana",7.6537837033526,129
"Innovation in production","Inputs of innovation in production","Greece",27.6699460653837,73
"Innovation in production","Inputs of innovation in production","Guatemala",17.1765392460972,105
"Innovation in production","Inputs of innovation in production","Guinea",56.0718742268994,24
"Innovation in production","Inputs of innovation in production","Guyana",42.8647743429834,52
"Innovation in production","Inputs of innovation in production","Honduras",60.8733487930795,19
"Innovation in production","Inputs of innovation in production","Hong Kong, China (SAR)",48.1659424988882,36
"Innovation in production","Inputs of innovation in production","Hungary",54.1298539202107,25
"Innovation in production","Inputs of innovation in production","Iceland",46.7652048852276,39
"Innovation in production","Inputs of innovation in production","India",24.9865136938358,83
"Innovation in production","Inputs of innovation in production","Indonesia",13.3680059693296,116
"Innovation in production","Inputs of innovation in production","Iran (Islamic Republic of)",41.6588053947808,56
"Innovation in production","Inputs of innovation in production","Ireland",56.5612177957364,23
"Innovation in production","Inputs of innovation in production","Israel",77.451464109728,3
"Innovation in production","Inputs of innovation in production","Italy",46.6045326657785,40
"Innovation in production","Inputs of innovation in production","Japan",82.3521272331674,2
"Innovation in production","Inputs of innovation in production","Jordan",19.5543024551924,95
"Innovation in production","Inputs of innovation in production","Kazakhstan",26.4223826407556,78
"Innovation in production","Inputs of innovation in production","Kenya",14.9836885275888,112
"Innovation in production","Inputs of innovation in production","Korea (Republic of)",90.4286524020154,1
"Innovation in production","Inputs of innovation in production","Kuwait",14.8889393830901,113
"Innovation in production","Inputs of innovation in production","Kyrgyzstan",11.2804224189111,120
"Innovation in production","Inputs of innovation in production","Lao People's Democratic Republic",46.0382452009994,43
"Innovation in production","Inputs of innovation in production","Latvia",22.8880515012799,89
"Innovation in production","Inputs of innovation in production","Lebanon",29.3164635422755,70
"Innovation in production","Inputs of innovation in production","Lesotho",5.41566282936314,134
"Innovation in production","Inputs of innovation in production","Lithuania",32.3993928555708,67
"Innovation in production","Inputs of innovation in production","Luxembourg",49.6544614161336,29
"Innovation in production","Inputs of innovation in production","Madagascar",17.3649391016945,103
"Innovation in production","Inputs of innovation in production","Malawi",24.991531575127,82
"Innovation in production","Inputs of innovation in production","Malaysia",43.5313357508076,50
"Innovation in production","Inputs of innovation in production","Mali",25.9007211410993,79
"Innovation in production","Inputs of innovation in production","Malta",49.6417612008771,30
"Innovation in production","Inputs of innovation in production","Mauritania",18.2823913853147,100
"Innovation in production","Inputs of innovation in production","Mauritius",10.6187379221728,123
"Innovation in production","Inputs of innovation in production","Mexico",27.1542164593481,76
"Innovation in production","Inputs of innovation in production","Moldova (Republic of)",14.8772560599973,114
"Innovation in production","Inputs of innovation in production","Mongolia",8.52110796379553,125
"Innovation in production","Inputs of innovation in production","Morocco",22.8249561038234,90
"Innovation in production","Inputs of innovation in production","Mozambique",6.25331788677072,132
"Innovation in production","Inputs of innovation in production","Myanmar",30.8552701332384,69
"Innovation in production","Inputs of innovation in production","Namibia",13.5961774546692,115
"Innovation in production","Inputs of innovation in production","Nepal",18.2730751163283,101
"Innovation in production","Inputs of innovation in production","Netherlands",66.5776556113907,10
"Innovation in production","Inputs of innovation in production","New Zealand",42.6030279813574,54
"Innovation in production","Inputs of innovation in production","North Macedonia",19.1984100500998,97
"Innovation in production","Inputs of innovation in production","Norway",50.0789315702394,27
"Innovation in production","Inputs of innovation in production","Oman",21.2080018673582,92
"Innovation in production","Inputs of innovation in production","Pakistan",49.2815839624616,31
"Innovation in production","Inputs of innovation in production","Panama",20.986365721263,93
"Innovation in production","Inputs of innovation in production","Paraguay",6.7692052761477,131
"Innovation in production","Inputs of innovation in production","Peru",20.2541982916892,94
"Innovation in production","Inputs of innovation in production","Philippines",44.4335725380638,46
"Innovation in production","Inputs of innovation in production","Poland",46.5719204737351,41
"Innovation in production","Inputs of innovation in production","Portugal",43.8962354203403,49
"Innovation in production","Inputs of innovation in production","Qatar",18.7278917583335,99
"Innovation in production","Inputs of innovation in production","Romania",32.7646058606678,66
"Innovation in production","Inputs of innovation in production","Russian Federation",42.4068452485766,55
"Innovation in production","Inputs of innovation in production","Rwanda",49.2603517318813,32
"Innovation in production","Inputs of innovation in production","Saudi Arabia",23.251770775798,87
"Innovation in production","Inputs of innovation in production","Senegal",8.22175786351752,127
"Innovation in production","Inputs of innovation in production","Serbia",16.7428615283239,107
"Innovation in production","Inputs of innovation in production","Seychelles",34.6185205674499,64
"Innovation in production","Inputs of innovation in production","Singapore",62.9305900562341,18
"Innovation in production","Inputs of innovation in production","Slovakia",36.4723959426021,61
"Innovation in production","Inputs of innovation in production","Slovenia",63.0575249050043,17
"Innovation in production","Inputs of innovation in production","South Africa",28.4552161263727,71
"Innovation in production","Inputs of innovation in production","Spain",42.6553425930209,53
"Innovation in production","Inputs of innovation in production","Sri Lanka",25.3428286147149,81
"Innovation in production","Inputs of innovation in production","Sweden",69.1106589346308,7
"Innovation in production","Inputs of innovation in production","Switzerland",65.161485680843,12
"Innovation in production","Inputs of innovation in production","Syrian Arab Republic",44.5848568795417,45
"Innovation in production","Inputs of innovation in production","Tajikistan",16.7435013996673,106
"Innovation in production","Inputs of innovation in production","Tanzania (United Republic of)",16.2034565528797,108
"Innovation in production","Inputs of innovation in production","Thailand",53.4616044973085,26
"Innovation in production","Inputs of innovation in production","Togo",NA,NA
"Innovation in production","Inputs of innovation in production","Tunisia",15.5744087042245,110
"Innovation in production","Inputs of innovation in production","Turkey",41.3628650229723,57
"Innovation in production","Inputs of innovation in production","Uganda",10.9489727706726,122
"Innovation in production","Inputs of innovation in production","Ukraine",27.3036056451741,75
"Innovation in production","Inputs of innovation in production","United Arab Emirates",57.2355905081437,22
"Innovation in production","Inputs of innovation in production","United Kingdom",49.9965766424332,28
"Innovation in production","Inputs of innovation in production","United States",72.071735696235,4
"Innovation in production","Inputs of innovation in production","Uruguay",11.659086859203,118
"Innovation in production","Inputs of innovation in production","Venezuela (Bolivarian Republic of)",0.821444492674401,135
"Innovation in production","Inputs of innovation in production","Viet Nam",36.2795808959862,62
"Innovation in production","Inputs of innovation in production","Zimbabwe",11.2321218365743,121
"Innovation in production","Outputs of innovation in production","Albania",25.2028075003177,54
"Innovation in production","Outputs of innovation in production","Algeria",9.34782338398872,117
"Innovation in production","Outputs of innovation in production","Angola",7.5031160710394,126
"Innovation in production","Outputs of innovation in production","Armenia",11.2632716501793,102
"Innovation in production","Outputs of innovation in production","Australia",31.3809108034452,36
"Innovation in production","Outputs of innovation in production","Austria",44.6629069379471,24
"Innovation in production","Outputs of innovation in production","Azerbaijan",12.9544861500512,99
"Innovation in production","Outputs of innovation in production","Bahrain",30.8049227070423,37
"Innovation in production","Outputs of innovation in production","Bangladesh",11.1797427065689,104
"Innovation in production","Outputs of innovation in production","Barbados",39.1620853244503,27
"Innovation in production","Outputs of innovation in production","Belarus",13.7839299861414,95
"Innovation in production","Outputs of innovation in production","Belgium",45.6806240648367,23
"Innovation in production","Outputs of innovation in production","Belize",4.07402374172061,134
"Innovation in production","Outputs of innovation in production","Benin",6.31687316812851,131
"Innovation in production","Outputs of innovation in production","Bhutan",10.280062926134,109
"Innovation in production","Outputs of innovation in production","Bolivia (Plurinational State of)",17.3945792750887,85
"Innovation in production","Outputs of innovation in production","Botswana",8.82957187542455,121
"Innovation in production","Outputs of innovation in production","Brazil",25.6902973187101,53
"Innovation in production","Outputs of innovation in production","Brunei Darussalam",5.86583609070123,132
"Innovation in production","Outputs of innovation in production","Bulgaria",29.4863060956559,39
"Innovation in production","Outputs of innovation in production","Burkina Faso",8.93771789914659,120
"Innovation in production","Outputs of innovation in production","Burundi",7.92618867229554,125
"Innovation in production","Outputs of innovation in production","Cabo Verde",10.1115759804209,110
"Innovation in production","Outputs of innovation in production","Cambodia",10.4766179923646,106
"Innovation in production","Outputs of innovation in production","Cameroon",9.69409239728386,112
"Innovation in production","Outputs of innovation in production","Canada",38.8033342400005,28
"Innovation in production","Outputs of innovation in production","Chad",7.37791889023923,127
"Innovation in production","Outputs of innovation in production","Chile",19.0803003081522,79
"Innovation in production","Outputs of innovation in production","China",42.9711124118328,25
"Innovation in production","Outputs of innovation in production","Colombia",20.2331475340568,75
"Innovation in production","Outputs of innovation in production","Congo (Democratic Republic of the)",7.13623199236509,128
"Innovation in production","Outputs of innovation in production","Costa Rica",17.0015211324552,87
"Innovation in production","Outputs of innovation in production","Croatia",24.6854372834369,57
"Innovation in production","Outputs of innovation in production","Cyprus",28.3817708767263,44
"Innovation in production","Outputs of innovation in production","Czechia",32.4729147014448,33
"Innovation in production","Outputs of innovation in production","Côte d’Ivoire",9.5132419089732,114
"Innovation in production","Outputs of innovation in production","Denmark",54.2886817712541,15
"Innovation in production","Outputs of innovation in production","Dominican Republic",10.3076593020155,108
"Innovation in production","Outputs of innovation in production","Ecuador",9.61915032450541,113
"Innovation in production","Outputs of innovation in production","Egypt",10.9353029758268,105
"Innovation in production","Outputs of innovation in production","El Salvador",19.969746316029,77
"Innovation in production","Outputs of innovation in production","Estonia",24.2353691190977,58
"Innovation in production","Outputs of innovation in production","Eswatini (Kingdom of)",13.5479000313595,96
"Innovation in production","Outputs of innovation in production","Ethiopia",8.61520446590148,122
"Innovation in production","Outputs of innovation in production","Finland",64.2445543402024,9
"Innovation in production","Outputs of innovation in production","France",57.1725949681595,14
"Innovation in production","Outputs of innovation in production","Gambia",25.1991154613354,55
"Innovation in production","Outputs of innovation in production","Georgia",22.3342714917039,63
"Innovation in production","Outputs of innovation in production","Germany",63.1538186532636,10
"Innovation in production","Outputs of innovation in production","Ghana",15.0980091235692,91
"Innovation in production","Outputs of innovation in production","Greece",23.3427023426503,60
"Innovation in production","Outputs of innovation in production","Guatemala",13.0640621017519,98
"Innovation in production","Outputs of innovation in production","Guinea",11.1905339309071,103
"Innovation in production","Outputs of innovation in production","Guyana",38.1762857747912,29
"Innovation in production","Outputs of innovation in production","Honduras",23.7542002590585,59
"Innovation in production","Outputs of innovation in production","Hong Kong, China (SAR)",27.2122516190491,47
"Innovation in production","Outputs of innovation in production","Hungary",39.9076676850049,26
"Innovation in production","Outputs of innovation in production","Iceland",51.1637652137912,18
"Innovation in production","Outputs of innovation in production","India",22.2118802306177,64
"Innovation in production","Outputs of innovation in production","Indonesia",17.8265661846093,84
"Innovation in production","Outputs of innovation in production","Iran (Islamic Republic of)",46.7080456523189,22
"Innovation in production","Outputs of innovation in production","Ireland",59.6428342774924,12
"Innovation in production","Outputs of innovation in production","Israel",47.2538190576903,21
"Innovation in production","Outputs of innovation in production","Italy",54.2809983500302,16
"Innovation in production","Outputs of innovation in production","Japan",78.1850313600464,2
"Innovation in production","Outputs of innovation in production","Jordan",20.1528439213786,76
"Innovation in production","Outputs of innovation in production","Kazakhstan",9.42603869974692,116
"Innovation in production","Outputs of innovation in production","Kenya",29.1818356386541,43
"Innovation in production","Outputs of innovation in production","Korea (Republic of)",60.7103103665932,11
"Innovation in production","Outputs of innovation in production","Kuwait",47.3432366625278,19
"Innovation in production","Outputs of innovation in production","Kyrgyzstan",11.5888929757367,101
"Innovation in production","Outputs of innovation in production","Lao People's Democratic Republic",9.07707784518186,119
"Innovation in production","Outputs of innovation in production","Latvia",20.3657098624137,74
"Innovation in production","Outputs of innovation in production","Lebanon",22.0686119058817,65
"Innovation in production","Outputs of innovation in production","Lesotho",9.8787482221083,111
"Innovation in production","Outputs of innovation in production","Lithuania",23.0406925419376,61
"Innovation in production","Outputs of innovation in production","Luxembourg",59.1485073458378,13
"Innovation in production","Outputs of innovation in production","Madagascar",18.8732082250559,81
"Innovation in production","Outputs of innovation in production","Malawi",25.9826188768268,50
"Innovation in production","Outputs of innovation in production","Malaysia",25.1767468585878,56
"Innovation in production","Outputs of innovation in production","Mali",8.01762135584484,124
"Innovation in production","Outputs of innovation in production","Malta",70.6160978870073,6
"Innovation in production","Outputs of innovation in production","Mauritania",0.228237588300259,136
"Innovation in production","Outputs of innovation in production","Mauritius",14.8777009149389,92
"Innovation in production","Outputs of innovation in production","Mexico",13.2839852430657,97
"Innovation in production","Outputs of innovation in production","Moldova (Republic of)",27.5717800375577,45
"Innovation in production","Outputs of innovation in production","Mongolia",30.681208540602,38
"Innovation in production","Outputs of innovation in production","Morocco",26.2679902312632,49
"Innovation in production","Outputs of innovation in production","Mozambique",5.84944460952478,133
"Innovation in production","Outputs of innovation in production","Myanmar",9.11863117040144,118
"Innovation in production","Outputs of innovation in production","Namibia",15.150885126507,90
"Innovation in production","Outputs of innovation in production","Nepal",14.1886888439881,93
"Innovation in production","Outputs of innovation in production","Netherlands",78.0257202703059,3
"Innovation in production","Outputs of innovation in production","New Zealand",37.7462842237507,30
"Innovation in production","Outputs of innovation in production","North Macedonia",19.5587600924821,78
"Innovation in production","Outputs of innovation in production","Norway",31.7437304283935,34
"Innovation in production","Outputs of innovation in production","Oman",29.3214915458763,40
"Innovation in production","Outputs of innovation in production","Pakistan",12.3577004743254,100
"Innovation in production","Outputs of innovation in production","Panama",16.8938582053627,88
"Innovation in production","Outputs of innovation in production","Paraguay",25.8382639846086,51
"Innovation in production","Outputs of innovation in production","Peru",14.0946816956856,94
"Innovation in production","Outputs of innovation in production","Philippines",18.1833891399664,83
"Innovation in production","Outputs of innovation in production","Poland",27.3763484767357,46
"Innovation in production","Outputs of innovation in production","Portugal",29.1982500739864,42
"Innovation in production","Outputs of innovation in production","Qatar",16.8524586749879,89
"Innovation in production","Outputs of innovation in production","Romania",19.0003077245723,80
"Innovation in production","Outputs of innovation in production","Russian Federation",22.9455210638089,62
"Innovation in production","Outputs of innovation in production","Rwanda",21.3958919065535,68
"Innovation in production","Outputs of innovation in production","Saudi Arabia",32.5056008953865,32
"Innovation in production","Outputs of innovation in production","Senegal",17.050796802437,86
"Innovation in production","Outputs of innovation in production","Serbia",21.3544937544691,70
"Innovation in production","Outputs of innovation in production","Seychelles",21.0172705417388,73
"Innovation in production","Outputs of innovation in production","Singapore",47.3127815139812,20
"Innovation in production","Outputs of innovation in production","Slovakia",21.7139603449132,66
"Innovation in production","Outputs of innovation in production","Slovenia",29.2059336770127,41
"Innovation in production","Outputs of innovation in production","South Africa",21.7006684682995,67
"Innovation in production","Outputs of innovation in production","Spain",71.4598748170276,5
"Innovation in production","Outputs of innovation in production","Sri Lanka",25.8095399982827,52
"Innovation in production","Outputs of innovation in production","Sweden",66.2895614390244,8
"Innovation in production","Outputs of innovation in production","Switzerland",88.5503137200321,1
"Innovation in production","Outputs of innovation in production","Syrian Arab Republic",9.47799388991295,115
"Innovation in production","Outputs of innovation in production","Tajikistan",8.2606404583137,123
"Innovation in production","Outputs of innovation in production","Tanzania (United Republic of)",10.3373924157544,107
"Innovation in production","Outputs of innovation in production","Thailand",21.3742112052405,69
"Innovation in production","Outputs of innovation in production","Togo",1.02912691687804,135
"Innovation in production","Outputs of innovation in production","Tunisia",18.3238144467282,82
"Innovation in production","Outputs of innovation in production","Turkey",31.4154724770521,35
"Innovation in production","Outputs of innovation in production","Uganda",21.2689139544011,71
"Innovation in production","Outputs of innovation in production","Ukraine",33.722161113256,31
"Innovation in production","Outputs of innovation in production","United Arab Emirates",53.4343880348027,17
"Innovation in production","Outputs of innovation in production","United Kingdom",66.9762608048074,7
"Innovation in production","Outputs of innovation in production","United States",73.542865564288,4
"Innovation in production","Outputs of innovation in production","Uruguay",21.1384877044952,72
"Innovation in production","Outputs of innovation in production","Venezuela (Bolivarian Republic of)",6.82077397718046,129
"Innovation in production","Outputs of innovation in production","Viet Nam",26.3212903089121,48
"Innovation in production","Outputs of innovation in production","Zimbabwe",6.43357039278195,130
"Social innovation","Outputs of social innovation","Albania",24.3418257797375,55
"Social innovation","Outputs of social innovation","Algeria",4.17719634833472,123
"Social innovation","Outputs of social innovation","Angola",14.6141992743835,91
"Social innovation","Outputs of social innovation","Armenia",36.0944444889364,18
"Social innovation","Outputs of social innovation","Australia",28.6967125731622,40
"Social innovation","Outputs of social innovation","Austria",25.6541673475427,48
"Social innovation","Outputs of social innovation","Azerbaijan",10.9428772172486,102
"Social innovation","Outputs of social innovation","Bahrain",10.0365697340518,106
"Social innovation","Outputs of social innovation","Bangladesh",3.99564556491604,125
"Social innovation","Outputs of social innovation","Barbados",4.74739051152459,121
"Social innovation","Outputs of social innovation","Belarus",9.66131812239074,107
"Social innovation","Outputs of social innovation","Belgium",24.2711651261276,57
"Social innovation","Outputs of social innovation","Belize",2.12230496321945,132
"Social innovation","Outputs of social innovation","Benin",3.39335801551232,128
"Social innovation","Outputs of social innovation","Bhutan",33.1480961821792,26
"Social innovation","Outputs of social innovation","Bolivia (Plurinational State of)",14.2759081266884,93
"Social innovation","Outputs of social innovation","Botswana",5.79271225787305,118
"Social innovation","Outputs of social innovation","Brazil",15.3871037073889,87
"Social innovation","Outputs of social innovation","Brunei Darussalam",4.16920726361742,124
"Social innovation","Outputs of social innovation","Bulgaria",34.1288749198193,23
"Social innovation","Outputs of social innovation","Burkina Faso",2.55375669010421,129
"Social innovation","Outputs of social innovation","Burundi",9.55223775363698,109
"Social innovation","Outputs of social innovation","Cabo Verde",8.56810579143402,113
"Social innovation","Outputs of social innovation","Cambodia",16.3361394542242,84
"Social innovation","Outputs of social innovation","Cameroon",3.65864541295435,126
"Social innovation","Outputs of social innovation","Canada",25.04695773095,50
"Social innovation","Outputs of social innovation","Chad",0,135
"Social innovation","Outputs of social innovation","Chile",21.4797966648912,64
"Social innovation","Outputs of social innovation","China",62.6670609975435,3
"Social innovation","Outputs of social innovation","Colombia",14.6644846073707,90
"Social innovation","Outputs of social innovation","Congo (Democratic Republic of the)",NA,NA
"Social innovation","Outputs of social innovation","Costa Rica",33.7182899607811,25
"Social innovation","Outputs of social innovation","Croatia",27.1019489204293,41
"Social innovation","Outputs of social innovation","Cyprus",41.369329894981,14
"Social innovation","Outputs of social innovation","Czechia",31.3909964440451,31
"Social innovation","Outputs of social innovation","Côte d’Ivoire",4.59161986725597,122
"Social innovation","Outputs of social innovation","Denmark",26.6149194238769,45
"Social innovation","Outputs of social innovation","Dominican Republic",20.691591206703,70
"Social innovation","Outputs of social innovation","Ecuador",15.72925781427,85
"Social innovation","Outputs of social innovation","Egypt",13.9723763005789,95
"Social innovation","Outputs of social innovation","El Salvador",35.9970577468953,19
"Social innovation","Outputs of social innovation","Estonia",45.8583422884156,8
"Social innovation","Outputs of social innovation","Eswatini (Kingdom of)",6.61010335464131,117
"Social innovation","Outputs of social innovation","Ethiopia",14.2064886378412,94
"Social innovation","Outputs of social innovation","Finland",24.4237873241941,54
